Moment,Reaction,Offensiveness,Responsibility
"You are a member of a faculty committee discussing PhD student salaries. The salaries for male PhD students' spouses are not mentioned when discussing their stipend and scholarship, but the salaries of female PhD students’ spouses are.",Deny it ever happened.,1.503624902,-0.095445115
You are a junior Professor and a senior Professor persists in hugging you when you have specifically asked him not to.,That's not cool.,-0.149829914,6.231251354
You are faculty member heading into a meeting for tenured faculty. A senior colleague asks you why you are there. You have been tenured for five years and have attended this meeting with this senior colleague each year since.,Gotta work on your tan.,0.892543116,0.739318314
"You are a junior female faculty member and a senior male faculty member advises you to watch out for the only other female faculty member in your department, stating, “She’s your competition.”","Yes, I think that may work. Thank you for the great idea.",0.426355865,2.470177872
"You are a female faculty member chairing a hiring committee with all male committee members. You got behind in work when a friend was near death in the hospital. When you arrived at the meeting frazzled, the committee members got on your case and then said, ""Now you are going to accuse us of discriminating.""","Yeah, you swing on a swing-set like a little kid.",4.350055929,-0.77412355
"You are a job applicant who graduated from a university that isn’t top rated, and the interviewer says, “We only interview people from top schools.”",Channel your inner Wonder Woman.,-0.061935286,3.619027942
"You are a young female assistant professor. A senior male colleague describes how, when he was an assistant professor, he used to work 80 hours per week, implying that you are not working enough hours.",Open mouth. Insert both feet.,1.9755953,0.361373189
"You are a young faculty member, and students often mistake you for the TA on the first day of class when you’re co-teaching with a more senior colleague.  ","Say, ""I'll be right back."" Lie.",2.290638693,0.455606525
You have delayed speech (kind of like a stutter).  Another colleague finishes your sentences or jumps in and speaks during your pauses.,Just go with your gut and should be fine.,-0.149829914,4.221863818
You are a female faculty member. Someone in the department assumes you are an administrative assistant.,Make a run for it.,1.122987437,-0.004757056
"You are African American and a colleague asks if you know someone and then says, “I thought you’d know her since she’s African American.”",Rant about it on Twitter.,-0.016575089,1.102633404
You are talking with colleagues when one them announces to everyone that he is a swinger.,Throw water on the person's face!,7.231251354,-0.336660027
"You are in a meeting to discuss diversity-related issues. A high-level administrator at the university states that a problem with the #MeToo movement is that now women want to ""jump on the bandwagon"" and are falsely accusing men of sexual assault.",I feel we will do well on this.,2.08467777,0.415740932
"You are a junior female faculty member and a senior male faculty member advises you to watch out for the only other female faculty member in your department, stating, “She’s your competition.”","That's so awesome, congratulations!",0.582143261,1.033520605
"You are part of a meeting where a man was allowed to talk for a long time.  Then, when a woman speaks, the meeting chair says, ""Hurry up, we are short on time.""",Everybody is doing it.,1.192208269,1.328576278
"You are in a group of students who notice a poster about computer science outreach at a local school. One student says, ""If you have the talent to do computer science--if you're gifted that way--you'll go into the field. We don't need to force people, especially girls who are just not interested.""",Call security.,2.675013061,0.413894014
"You are a female faculty member chairing a hiring committee with all male committee members. You got behind in work when a friend was near death in the hospital. When you arrived at the meeting frazzled, the committee members got on your case and then said, ""Now you are going to accuse us of discriminating.""",You obviously have no idea what you're talking about.,-0.078771229,0.94708664
"You are a faculty member who realizes that senior faculty comment on gender imbalance with respect to service, but are unwilling to say something to the dean and other administrators.","Well, count me out then!",1.033673505,0.483379374
"You are a female faculty member with very young children. Despite never seeming to ask male colleagues with young children a similar question, one faculty member has once again asked you “Who is taking care of your children?” ",Bring coffee for everyone with a special ingredient: laxatives.,3.772832285,-0.149858747
"You are a potential job recruit and an African American. During the recruitment process someone discussing where to live says, “These are the bad neighborhoods…” You learn that the list is of every black neighborhood in the city.","Stare deadpan and say, ""And I'm yours.""",0.902382304,1.102633404
"You are an employee who realizes that, with respect to diversity and equity, senior administrators seem to have very little idea what best practice is.","Excuse me, Get me my coffee now!",0.692003032,-1.5
You are faculty member heading into a meeting for tenured faculty. A senior colleague asks you why you are there. You have been tenured for five years and have attended this meeting with this senior colleague each year since.,Laugh out loud and then abruptly stop.,-0.016611478,-0.828427125
"You are a junior faculty member, and you hear your colleague say: “this place feels like the more senior faculty are constantly watching what I do and when, and judging how I speak; it feels that I am being evaluated all the time.”",Everybody is doing it.,0.585786438,-0.414213562
You are a female professor whose students routinely bump into you on campus and are not courteous in the hallways. Your male colleagues tell you that they don't have this problem.,Play dead.,-1.466990566,-2
"You are part of a meeting where a man was allowed to talk for a long time.  Then, when a woman speaks, the meeting chair says, ""Hurry up, we are short on time.""",Put up your dukes and threaten to fight.,-0.241659711,-1.5
You ask your new administrative assistant what her husband does.  She corrects you: her spouse is female.,It's the way I was born.,2.535898385,-0.5
"You are a faculty member present when a high level staff member is having a conversation with a tenured faculty member about their children.  Another colleague hears and asks the staff member, ""Oh, does your daughter go to Ellis (an expensive, private school) too?  I thought she'd be in public school.""",Deny it ever happened.,-0.75,-0.451562119
"You are a junior faculty member, and you hear your colleague say: “this place feels like the more senior faculty are constantly watching what I do and when, and judging how I speak; it feels that I am being evaluated all the time.”",Hang your head in shame.,-0.75,-0.451562119
"You are African American and a colleague asks if you know someone and then says, “I thought you’d know her since she’s African American.”",Ask Siri what to do.,-0.5,0.550510257
"You are a female employee applying for a promotion. During your application process, your next level manager repeatedly suggests that you might be too young for the job, even though all of your male predecessors had received this promotion at around the same career stage with no question of their ""age"".",Call your mom.,-0.077350269,1.13701244
"You are at a university function where you mention that you completed your PhD at this university and are now part of the faculty. In response, a Trustee said, “That's great that the university changes standards to allow people like you to complete a degree.”",Avoid eye contact and back away slowly.,-0.642969449,0.496214726
"You are a female employee applying for a promotion. During your application process, your next level manager repeatedly suggests that you might be too young for the job, even though all of your male predecessors had received this promotion at around the same career stage with no question of their ""age"".",Deny it ever happened.,-0.077350269,-0.414854216
"You are a female faculty member with very young children. Despite never seeming to ask male colleagues with young children a similar question, one faculty member has once again asked you “Who is taking care of your children?” ",Start a slow clap.,-0.622281323,-1.25
"You are a faculty member at a holiday party. Several years before, a senior faculty member told you that you were hired because you’re attractive. At the holiday party, this same faculty member hits on you. You’re married and so is he.",Make crazy eyes until they wet their pants.,0.18337521,-1
"You are a pregnant faculty member, and a senior colleague remarks that you are ""doing your duty for the species.""",Stroke their ego. A little brown-nosing never hurts.,-0.609126351,-1.122281323
"You are in a meeting to discuss diversity-related issues. A high-level administrator at the university states that a problem with the #MeToo movement is that now women want to ""jump on the bandwagon"" and are falsely accusing men of sexual assault.",Hang your head in shame.,-0.207427108,-0.449489743
You are faculty member heading into a meeting for tenured faculty. A senior colleague asks you why you are there. You have been tenured for five years and have attended this meeting with this senior colleague each year since.,Excuse me? That's super rude.,0.292572892,1.12004436
"A senior colleague has repeatedly told your junior colleagues that they couldn't possibly know about challenges of teaching, research, and service to the university because they are junior faculty.",I'm going to accuse you all of being insensitive jerks.,0.690598923,1.188447187
"You are a female faculty member whose spouse has a disability. When at a buffet for the department, the Dean’s wife helps a Senior Professor at a buffet, and he says, ""Isn't it wonderful that we have spouses to make life easy for us?” ",I'm going to accuse you all of being insensitive jerks.,1.40067055,-0.311552813
You are part of a committee reviewing applications to the PhD program. A recommendation letter for a female PhD applicant praises her for not crying like other girls after her undergraduate research was criticized by a senior faculty member.,Throw water on the person's face!,3.440973916,-1.5
"You are a faculty member present when a high level staff member is having a conversation with a tenured faculty member about their children.  Another colleague hears and asks the staff member, ""Oh, does your daughter go to Ellis (an expensive, private school) too?  I thought she'd be in public school.""",Go take an emergency shower because you feel unclean.,-1.760952286,-0.642969449
You ask your new administrative assistant what her husband does.  She corrects you: her spouse is female.,That is a sexist remark.,0.390873649,0.296826596
"You are a newly appointed Dean and you are visiting each department at faculty meetings to answer questions. A university professor asks you, ""What are you going to do about all of the Asians on campus?""",Play dead.,-0.622281323,-1.25
"You are a female employee. Your boss tells you he'd rather give the promotion to a male colleague because promoting you would be a waste, as you might leave to have a baby.",I'm going to accuse you all of being insensitive jerks.,1.042174872,-0.386751346
"You are a female employee applying for a promotion. During your application process, your next level manager repeatedly suggests that you might be too young for the job, even though all of your male predecessors had received this promotion at around the same career stage with no question of their ""age"".",Channel your inner Wonder Woman.,-0.207427108,1.418011103
"You are a female job applicant to a university. During your interview, an interviewer says “We’re setting up a meeting for you in the medical school since we know that women always like applied research.”",Stroke their ego. A little brown-nosing never hurts.,-1.522001873,0.496214726
You are a junior Professor and a senior Professor persists in hugging you when you have specifically asked him not to.,Claim it was your identical twin.,-0.008305739,-1
"You are a faculty member attending an invitation-only meeting with a distinguished visitor. There are 20 faculty members in attendance, and only one is a woman.",Women are little chatter boxes.,3.170291569,-0.642969449
You are part of a committee reviewing applications to the PhD program. A recommendation letter for a female PhD applicant praises her for not crying like other girls after her undergraduate research was criticized by a senior faculty member.,Growl like a dog.,0.718871126,-1.25
"You are a working parent, who spends time with your kids in the weekends. Your department head asks you why haven’t you published much in the past year and then adds “Why don’t you hire a babysitter?”.",Sneak out the fire escape.,-0.5,-1
"You are part of a faculty search committee meeting. A candidate is criticized because “her advisor was really the brains behind her dissertation research.” There is no evidence in her materials or letters that this is the case, and her advisor’s letter specifically mentions her innovative ideas.",That's not cool.,-0.5,5.292572892
"You are a female job applicant to a university. During your interview, an interviewer says “We’re setting up a meeting for you in the medical school since we know that women always like applied research.”","Trust me, you wouldn't want that.",-1.285938897,1.291987198
"You are a junior faculty member. You walk into a meeting and feel like more senior faculty are watching what you do and when, and judging how you speak—like you are being evaluated the entire time. ",That is a sexist remark.,-1,-0.145751311
"You are a potential job recruit and an African American. During the recruitment process someone discussing where to live says, “These are the bad neighborhoods…” You learn that the list is of every black neighborhood in the city.",Why would you think that?,-0.25,5.291987198
"Imagine that every morning, you hear a Full Professor faculty in your department greet an Assistant Professor with a comment on her hair.",Start a slow clap.,-0.112210075,-0.612907813
You are in conversation with colleagues who decide to go for happy hour at a bar on Fridays after work. You realize it excludes your colleagues with young children.,Hide in the bathroom until it all blows over.,0.792572892,-0.451562119
You are a parent. You have been told by your department head that you should bring your kids to work and let them play in your office while you work instead of taking them to daycare.,Accept it and move on.,-0.25,1.656023558
"You are a female job applicant to a university. During your interview, an interviewer says “We’re setting up a meeting for you in the medical school since we know that women always like applied research.”","Yeah, we are truly lucky.",-1.024917218,1.945962066
"You are part of a faculty committee consisting almost entirely of older white men plus a relatively young woman with kids. The older white men discuss how the department needs to hire more faculty who are ""really committed to research"" instead of ""all these people having kids while going for tenure.""",Avoid eye contact and back away slowly.,-0.232050808,-0.546060566
"You are a faculty member who recently received a prestigious external award. While talking to a colleague about the department head search, he says: ""We are going to have to recruit someone externally because there is nobody here who has the necessary external notoriety for this prestigious position.”",I bet his sugar daddy pays thousands for that kind of grooming.,1.296826596,-0.880476143
"You are an accomplished female researcher. But since you gave birth 1.5 years ago, one of your senior colleagues will talk to you only about his grandchildren and your child.",Channel your inner Wonder Woman.,-0.75,0.63701244
You are faculty member heading into a meeting for tenured faculty. A senior colleague asks you why you are there. You have been tenured for five years and have attended this meeting with this senior colleague each year since.,Hang your head in shame.,-0.077350269,0.690598923
You are a female faculty member. Someone in the department assumes you are an administrative assistant.,Correct them instantly--do not hold back.,-0.5,6.857030551
"You are a female faculty member chairing a hiring committee with all male committee members. You got behind in work when a friend was near death in the hospital. When you arrived at the meeting frazzled, the committee members got on your case and then said, ""Now you are going to accuse us of discriminating.""",Deny it ever happened.,-0.154700538,-0.5
"You are a potential job recruit and an African American. During the recruitment process someone discussing where to live says, “These are the bad neighborhoods…” You learn that the list is of every black neighborhood in the city.",Feminism at its best.,-1.69041576,-1
"You are part of a faculty committee consisting almost entirely of older white men plus a relatively young woman with kids. The older white men discuss how the department needs to hire more faculty who are ""really committed to research"" instead of ""all these people having kids while going for tenure.""","Yes, I think that may work. Thank you for the great idea.",-0.75,1.763921189
"You are a faculty member speaking to your department head about the challenges of family-work balance. Your department head refers to his fellow senior female faculty, who had “made it to that level even though she had kids and a family.”",Everybody is doing it.,-0.414213562,0.548437881
"You are a job applicant who graduated from a university that isn’t top rated, and the interviewer says, “We only interview people from top schools.”",That's what I get for Watching Keeping Up With The Kardashians.,-0.154700538,-0.828427125
You are a faculty member discussing diversity with a colleague. He tells you: “I don’t need to do more because I have advised 3 black students before.” This was over a 35-year career span.,That's a weird way to put it.,-0.75,5.032644217
You are a female professor whose students routinely bump into you on campus and are not courteous in the hallways. Your male colleagues tell you that they don't have this problem.,"Sorry dude, you're not good enough for me.",-0.559026084,-1.25
"You are a job applicant who graduated from a university that isn’t top rated, and the interviewer says, “We only interview people from top schools.”",Correct them instantly--do not hold back.,0.803154498,4.042174872
You are a parent. You have been told by your department head that you should bring your kids to work and let them play in your office while you work instead of taking them to daycare.,Fake a heart attack.,5.5,0.056079711
You are a parent. You have been told by your department head that you should bring your kids to work and let them play in your office while you work instead of taking them to daycare.,Have you researched that for a fact?,-0.112210075,3.688447187
"You are part of a collaborative project. You keep describing a phenomenon with a term that you were unaware carried sexual innuendo. Your two collaborators didn't bother to tell you until you had given a public talk, and an outside colleague ""kindly"" mentions it during a banquet dinner in front of everyone.",That's a weird way to put it.,-1.122281323,4.75
"You are a female faculty member who made a donation to the university women's fund. The university sends a thank you note to your faculty mailbox addressed to ""Ms. Jane Smith and Dr. John Jones"". Dr. John Jones is your husband, however you are also a “Dr.”.",Can I buy a large teddy bear for you for Christmas?,-0.642969449,4.174258142
"You are a female employee. Your boss tells you he'd rather give the promotion to a male colleague because promoting you would be a waste, as you might leave to have a baby.",Write your local congressperson.,-1.054037934,6.188447187
"You are in a group of students who notice a poster about computer science outreach at a local school. One student says, ""If you have the talent to do computer science--if you're gifted that way--you'll go into the field. We don't need to force people, especially girls who are just not interested.""",Why would you think that?,-0.559026084,4.119523857
You have delayed speech (kind of like a stutter).  Another colleague finishes your sentences or jumps in and speaks during your pauses.,Start mentally drafting your letter of resignation.,0.084219959,3.174258142
"You are a female employee applying for a promotion. During your application process, your next level manager repeatedly suggests that you might be too young for the job, even though all of your male predecessors had received this promotion at around the same career stage with no question of their ""age"".","Sounds kind of weird, don't you think?",-0.653429643,5.25
"You are a job applicant who graduated from a university that isn’t top rated, and the interviewer says, “We only interview people from top schools.”",Laugh out loud and then abruptly stop.,0.387789925,-0.016611478
"You are in the audience at a talk given by a very popular faculty member. He makes several remarks on the kind of things you can get if you have your own business: ""things"" including a nice car, big house, and beautiful women.",Curl up into the fetal position.,-0.951562119,-1.366501646
"You are a junior faculty member. You walk into a meeting and feel like more senior faculty are watching what you do and when, and judging how you speak—like you are being evaluated the entire time. ","As long as you act responsibly, you'll be fine.",-0.609126351,4.887092187
"You are a female employee. Your boss tells you he'd rather give the promotion to a male colleague because promoting you would be a waste, as you might leave to have a baby.",Why would you think that?,-0.054037934,4.056079711
"You are a new, young, female faculty member, and another female colleague warns you to expect “inappropriate comments” from a specific senior male faculty member.",I bet his sugar daddy pays thousands for that kind of grooming.,1.387789925,0.291987198
"You are part of a faculty search committee meeting. A candidate is criticized because “her advisor was really the brains behind her dissertation research.” There is no evidence in her materials or letters that this is the case, and her advisor’s letter specifically mentions her innovative ideas.",Sneak out the fire escape.,-0.024917218,-0.609126351
"You are at a project meeting with students and a faculty member. The faculty member says that we are all going to vote for the liberal candidate in an election, but you know that some of the students in the meeting are politically conservative.  ","Yes, stop talking, we have dredged through your speaking for several minutes now.",0.63701244,-0.880476143
You have delayed speech (kind of like a stutter).  Another colleague finishes your sentences or jumps in and speaks during your pauses.,Claim you were hacked.,-0.37995564,0.119523857
"You pass by two faculty members speaking about an unconscious bias project. One says to the other, ""I think it's great that you folks are addressing unconscious bias, we are really lucky in my department, we don't see that kind of bias.""","Yes, I think that may work. Thank you for the great idea.",-1.5,3.357030551
"You are a young faculty member, and students often mistake you for the TA on the first day of class when you’re co-teaching with a more senior colleague.  ",Deny it ever happened.,-0.951562119,2.585145784
"Imagine that every morning, you hear a Full Professor faculty in your department greet an Assistant Professor with a comment on her hair.",Start updating your resume.,-0.011884584,0.585145784
"You are a young faculty member, and students often mistake you for the TA on the first day of class when you’re co-teaching with a more senior colleague.  ",Put up your dukes and threaten to fight.,1.917517095,-0.642969449
"You are a working parent, who spends time with your kids in the weekends. Your department head asks you why haven’t you published much in the past year and then adds “Why don’t you hire a babysitter?”.",Women are little chatter boxes.,7.209005551,-0.232050808
"You are a female researcher working on a manuscript with a colleague at the end of your first pregnancy. Immediately after your child’s birth, this colleague sends emails pressuring you to finish the paper. He sends a two sentence email, ""How's motherhood? But more importantly, how's the paper?""",That's not cool.,1.119523857,3.25
You are part of a department where a loud extrovert was praised for work that five other people had contributed to. You sent an email to the department chair explaining the contributions of the five other people. Then the extrovert was praised again.  And again.,That is a sexist remark.,2.627016654,1.491694261
"You are a female faculty member who made a donation to the university women's fund. The university sends a thank you note to your faculty mailbox addressed to ""Ms. Jane Smith and Dr. John Jones"". Dr. John Jones is your husband, however you are also a “Dr.”.",Call your mom.,-0.37995564,2.532644217
"You are a member of a faculty committee discussing PhD student salaries. The salaries for male PhD students' spouses are not mentioned when discussing their stipend and scholarship, but the salaries of female PhD students’ spouses are.",Rant about it on Twitter.,1.042174872,1.346570357
You are a female faculty member with a husband and children. You are asked by a respected senior colleague where your children go while you’re at conferences - as though your husband is somehow incapable of taking care of them.,Claim it was your identical twin.,0.839753101,0.042174872
"You are a faculty member at the faculty teaching awards for your college. Despite the many female faculties in the college who are eligible for the award, for the fifteenth year in a row, all the awards are won by men.",Just go with your gut and should be fine.,2.585786438,4.75
"You are a junior faculty member. You walk into a meeting and feel like more senior faculty are watching what you do and when, and judging how you speak—like you are being evaluated the entire time. ",Feminism at its best.,5.585786438,0.188447187
"You are part of a faculty committee consisting almost entirely of older white men plus a relatively young woman with kids. The older white men discuss how the department needs to hire more faculty who are ""really committed to research"" instead of ""all these people having kids while going for tenure.""",Hide in the bathroom until it all blows over.,-0.829708431,0.188447187
You are a female junior African American professor and a senior male professor tells you that your hair looks better now that it is blond.,Write your local congressperson.,-1.054037934,1.627016654
"You are a pregnant faculty member, and a senior colleague remarks that you are ""doing your duty for the species.""",It looks like she stuck her finger in an electrical socket.,0.390873649,0.042174872
You are part of a department where a loud extrovert was praised for work that five other people had contributed to. You sent an email to the department chair explaining the contributions of the five other people. Then the extrovert was praised again.  And again.,Write your local congressperson.,0.945962066,3.367006838
"You are a working parent, who spends time with your kids in the weekends. Your department head asks you why haven’t you published much in the past year and then adds “Why don’t you hire a babysitter?”.",Why would you think that?,1.12004436,3.042174872
"You are part of a meeting where a man was allowed to talk for a long time.  Then, when a woman speaks, the meeting chair says, ""Hurry up, we are short on time.""",Start mentally drafting your letter of resignation.,0.548437881,2.585145784
"You are a single woman applying to a potential job in Pittsburgh. Someone says to you, “Pittsburgh is a great place to raise a family.”",Hang your head in shame.,-0.37995564,2.032644217
You are in a meeting where your department head says: “Making demands to junior faculty is not gender neutral. There are demands that are not part of man’s life.”,Claim it was your identical twin.,-0.153429643,-0.37995564
"You are in a group of students who notice a poster about computer science outreach at a local school. One student says, ""If you have the talent to do computer science--if you're gifted that way--you'll go into the field. We don't need to force people, especially girls who are just not interested.""",You have to be kidding me!,-0.708012802,2.496214726
"You are a faculty member at a holiday party. Several years before, a senior faculty member told you that you were hired because you’re attractive. At the holiday party, this same faculty member hits on you. You’re married and so is he.","Excuse me, I was talking.",1.084349745,5.491694261
"You are part of a meeting where a man was allowed to talk for a long time.  Then, when a woman speaks, the meeting chair says, ""Hurry up, we are short on time.""",Call security.,1.25,1.209005551
"You are a female professor. A chaired professor in your department tells you, ""I believe a woman's place is in the home"".",Start mentally drafting your letter of resignation.,-0.642969449,5.291987198
"You are a pregnant faculty member, and a senior colleague remarks that you are ""doing your duty for the species.""",I wouldn't mind that at all.,2.084349745,1.377718677
"You are a faculty member who realizes that senior faculty comment on gender imbalance with respect to service, but are unwilling to say something to the dean and other administrators.",That's not cool.,-0.708012802,4.854248689
"You are the husband of a female professor. At a department party, a male colleague of your wife says to you, “She’s doing great work but she’s moving too fast. You should slow her down.”",Why would you think that?,-0.642969449,5.188447187
"You are a female employee applying for a promotion. During your application process, your next level manager repeatedly suggests that you might be too young for the job, even though all of your male predecessors had received this promotion at around the same career stage with no question of their ""age"".","That's so awesome, congratulations!",-0.829708431,4.585786438
"You are a female faculty member at your first holiday party in your new department. A colleague takes you and your husband up to an Emeritus faculty member and says, ""Meet our newest faculty member!"" The Emeritus faculty member extends his hand to your husband.",Correct them instantly--do not hold back.,0.12004436,5.688447187
"You are a newly appointed Dean and you are visiting each department at faculty meetings to answer questions. A university professor asks you, ""What are you going to do about all of the Asians on campus?""",Open mouth. Insert both feet.,5.585145784,0.056079711
"You are a female faculty member who made a donation to the university women's fund. The university sends a thank you note to your faculty mailbox addressed to ""Ms. Jane Smith and Dr. John Jones"". Dr. John Jones is your husband, however you are also a “Dr.”.",Laugh out loud and then abruptly stop.,1.803154498,-0.016611478
You are in conversation with colleagues who decide to go for happy hour at a bar on Fridays after work. You realize it excludes your colleagues with young children.,"Excuse me, I was talking.",-0.16227766,0.042174872
"You are African American and a colleague asks if you know someone and then says, “I thought you’d know her since she’s African American.”",Speak up and voice the truth!,-0.880476143,5.839753101
"You are a newly appointed Dean and you are visiting each department at faculty meetings to answer questions. A university professor asks you, ""What are you going to do about all of the Asians on campus?""",Excuse me? That's super rude.,-0.10998008,6.883424911
"You are in a group of students who notice a poster about computer science outreach at a local school. One student says, ""If you have the talent to do computer science--if you're gifted that way--you'll go into the field. We don't need to force people, especially girls who are just not interested.""",Order a solution from Amazon.,0.326355865,1.006256115
"You are at a project meeting with students and a faculty member. The faculty member says that we are all going to vote for the liberal candidate in an election, but you know that some of the students in the meeting are politically conservative.  ","That's so awesome, congratulations!",0.719027942,0.953083494
"You are part of a hiring committee. When interviewing a very openly gay candidate, a faculty member makes a comment about how neat his hair and his clothes are.",Sneak out the fire escape.,0,-0.391164992
"You are a new, young, female faculty member, and another female colleague warns you to expect “inappropriate comments” from a specific senior male faculty member.",Claim you were hacked.,0,-0.79089023
You are a faculty member talking with another faculty colleague. This colleague comments that a particular female PhD student doesn't need her stipend and scholarship as much as the other PhD students because her husband has a good income and they have a nice house.,High fives!!,1.917792999,1.633520605
You are a female junior African American professor and a senior male professor tells you that your hair looks better now that it is blond.,We need to talk about boundaries.,-1.034057903,4.583409788
You are a female professor whose students routinely bump into you on campus and are not courteous in the hallways. Your male colleagues tell you that they don't have this problem.,Stroke their ego. A little brown-nosing never hurts.,2.259824575,2.129171307
"You are a job applicant who graduated from a university that isn’t top rated, and the interviewer says, “We only interview people from top schools.”",Avoid eye contact and back away slowly.,-0.501351105,0.892864417
"You are a pregnant faculty member, and a senior colleague remarks that you are ""doing your duty for the species.""",Thanks for the heads up about Professor Pervert. ,1.062996063,0.250423759
"You are a new, young, female faculty member, and another female colleague warns you to expect “inappropriate comments” from a specific senior male faculty member.",That's what I get for Watching Keeping Up With The Kardashians.,0.156832327,1.379473725
